timestamp,event_id,n_event,callback_id,application_id,source,target,value
2025-04-04 14:46:09.143255,enact,8,interaction_emissions,Application,api,redis,80.5
2025-04-04 14:46:09.143256,enact,8,interaction_emissions,Application,identity_provider,etcd,57.83333333333333
2025-04-04 14:46:09.143733,enact,8,required_latency,Application,load_balancer,frontend,25
2025-04-04 14:46:09.143736,enact,8,required_latency,Application,frontend,api,25
2025-04-04 14:46:09.143738,enact,8,required_latency,Application,frontend,redis,25
2025-04-04 14:46:09.143740,enact,8,required_latency,Application,api,identity_provider,20
2025-04-04 14:46:09.143741,enact,8,required_latency,Application,api,etcd,20
2025-04-04 14:46:09.143743,enact,8,required_latency,Application,api,database,20
2025-04-04 14:46:09.143744,enact,8,required_latency,Application,api,redis,20
2025-04-04 14:46:09.143746,enact,8,required_latency,Application,identity_provider,etcd,20
2025-04-04 14:46:09.143813,enact,8,required_bandwidth,Application,load_balancer,frontend,0
2025-04-04 14:46:09.143817,enact,8,required_bandwidth,Application,frontend,api,0
2025-04-04 14:46:09.143819,enact,8,required_bandwidth,Application,frontend,redis,0
2025-04-04 14:46:09.143821,enact,8,required_bandwidth,Application,api,identity_provider,0
2025-04-04 14:46:09.143822,enact,8,required_bandwidth,Application,api,etcd,0
2025-04-04 14:46:09.143824,enact,8,required_bandwidth,Application,api,database,0
2025-04-04 14:46:09.143825,enact,8,required_bandwidth,Application,api,redis,0
2025-04-04 14:46:09.143826,enact,8,required_bandwidth,Application,identity_provider,etcd,0
2025-04-04 14:46:09.158449,enact,9,interaction_energy,Application,load_balancer,frontend,0.8333333333333334
2025-04-04 14:46:09.158452,enact,9,interaction_energy,Application,frontend,api,0.8333333333333334
2025-04-04 14:46:09.158453,enact,9,interaction_energy,Application,frontend,redis,0.5
2025-04-04 14:46:09.158455,enact,9,interaction_energy,Application,api,identity_provider,0.5
2025-04-04 14:46:09.158457,enact,9,interaction_energy,Application,api,etcd,0.6666666666666666
2025-04-04 14:46:09.158459,enact,9,interaction_energy,Application,api,database,1.8333333333333333
2025-04-04 14:46:09.158461,enact,9,interaction_energy,Application,api,redis,0.16666666666666666
2025-04-04 14:46:09.158462,enact,9,interaction_energy,Application,identity_provider,etcd,0.16666666666666666
2025-04-04 14:46:09.158517,enact,9,interaction_emissions,Application,load_balancer,frontend,335.0
2025-04-04 14:46:09.158520,enact,9,interaction_emissions,Application,frontend,api,311.6666666666667
2025-04-04 14:46:09.158523,enact,9,interaction_emissions,Application,frontend,redis,255.5
2025-04-04 14:46:09.158525,enact,9,interaction_emissions,Application,api,identity_provider,241.5
2025-04-04 14:46:09.158527,enact,9,interaction_emissions,Application,api,etcd,140.0
2025-04-04 14:46:09.158528,enact,9,interaction_emissions,Application,api,database,583.0
2025-04-04 14:46:09.158530,enact,9,interaction_emissions,Application,api,redis,80.5
2025-04-04 14:46:09.158531,enact,9,interaction_emissions,Application,identity_provider,etcd,57.83333333333333
2025-04-04 14:46:09.158999,enact,9,required_latency,Application,load_balancer,frontend,25
2025-04-04 14:46:09.159003,enact,9,required_latency,Application,frontend,api,25
2025-04-04 14:46:09.159005,enact,9,required_latency,Application,frontend,redis,25
2025-04-04 14:46:09.159006,enact,9,required_latency,Application,api,identity_provider,20
2025-04-04 14:46:09.159007,enact,9,required_latency,Application,api,etcd,20
2025-04-04 14:46:09.159009,enact,9,required_latency,Application,api,database,20
2025-04-04 14:46:09.159010,enact,9,required_latency,Application,api,redis,20
2025-04-04 14:46:09.159011,enact,9,required_latency,Application,identity_provider,etcd,20
2025-04-04 14:46:09.159045,enact,9,required_bandwidth,Application,load_balancer,frontend,0
2025-04-04 14:46:09.159047,enact,9,required_bandwidth,Application,frontend,api,0
2025-04-04 14:46:09.159049,enact,9,required_bandwidth,Application,frontend,redis,0
2025-04-04 14:46:09.159050,enact,9,required_bandwidth,Application,api,identity_provider,0
2025-04-04 14:46:09.159052,enact,9,required_bandwidth,Application,api,etcd,0
2025-04-04 14:46:09.159053,enact,9,required_bandwidth,Application,api,database,0
2025-04-04 14:46:09.159054,enact,9,required_bandwidth,Application,api,redis,0
2025-04-04 14:46:09.159056,enact,9,required_bandwidth,Application,identity_provider,etcd,0
2025-04-04 14:46:09.172992,enact,10,interaction_energy,Application,load_balancer,frontend,0.8333333333333334
2025-04-04 14:46:09.173000,enact,10,interaction_energy,Application,frontend,api,0.8333333333333334
2025-04-04 14:46:09.173002,enact,10,interaction_energy,Application,frontend,redis,0.5
2025-04-04 14:46:09.173004,enact,10,interaction_energy,Application,api,identity_provider,0.5
2025-04-04 14:46:09.173006,enact,10,interaction_energy,Application,api,etcd,0.6666666666666666
2025-04-04 14:46:09.173008,enact,10,interaction_energy,Application,api,database,1.8333333333333333
2025-04-04 14:46:09.173010,enact,10,interaction_energy,Application,api,redis,0.16666666666666666
2025-04-04 14:46:09.173011,enact,10,interaction_energy,Application,identity_provider,etcd,0.16666666666666666
2025-04-04 14:46:09.173102,enact,10,interaction_emissions,Application,load_balancer,frontend,335.0
2025-04-04 14:46:09.173106,enact,10,interaction_emissions,Application,frontend,api,311.6666666666667
2025-04-04 14:46:09.173108,enact,10,interaction_emissions,Application,frontend,redis,255.5
2025-04-04 14:46:09.173110,enact,10,interaction_emissions,Application,api,identity_provider,241.5
